"Annotations";"Received in Downtime";"Severity";"Time Created (Europe/Madrid)";"Assigned User";"Type";"Duplicate Count";"Node";"Category";"Responsable";"Instrucción";"Application";"Object";"Title";"Related CI"
"FALSE";"FALSE";"Warning";"2021-05-10T11:25:49.000+0200";"";"";"6";"viesx07-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx07rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-33313030425A ";"viesx07-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-11T13:14:16.000+0200";"";"";"3";"anesx06-rc.ant.mercadona.es";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): anesx06-rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3235-343232395135 ";"anesx06-rc.ant.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-11T13:11:27.000+0200";"";"MANUAL";"1";"anesx06-rc.ant.mercadona.es";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): anesx06-rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3235-343232395135 ";"anesx06-rc.ant.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-11T12:56:42.732+0200";"";"";"1";"";"Internal";"";"";"";"";"Deployment of management template ""CPD2019_Linux_NOPRO_Virtual (1.61)"" to node ""iv1gl0282.itg.mercadona.com"" failed.

Could not connect to the node. Please check if the agent is up and running, the certificates are in place and your firewall configuration is correct.";""
"FALSE";"FALSE";"Warning";"2021-05-11T12:56:35.840+0200";"";"";"0";"";"Internal";"";"";"";"";"Deployment of management template ""CPD2019_MFT_Automata (1.21)"" to node ""iv1gl0282.itg.mercadona.com"" failed.

Could not connect to the node. Please check if the agent is up and running, the certificates are in place and your firewall configuration is correct.";""
"FALSE";"FALSE";"Warning";"2021-05-10T11:24:58.000+0200";"";"";"7";"viesx05-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx05rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304330 ";"viesx05-rc.vit.mercadona.es"
"FALSE";"FALSE";"Critical";"2021-05-11T12:19:09.000+0200";"";"MANUAL";"0";"tvvil0225.ccv.mercadona.com";"APLICACIONES_BATCH_MSG";"";"";"FPAGOS";"fpa_genera_aviso_apertura.sh";"APERTURAS PINPADS PORTUGAL";"tvvil0225.ccv.mercadona.com"
"FALSE";"FALSE";"Warning";"2021-05-10T11:23:58.000+0200";"";"";"19";"viesx03-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx03rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304336 ";"viesx03-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-11T11:43:43.000+0200";"";"MANUAL";"0";"";"Virtualizacion_ADM";"";"";"vMotion";"Huevar-Cluster
";"Error al hacer vMotion de la máquina 'huvwlca' desde 'huesx02.hue.mercadona.es, hue_dds_fc_l9_linux in Huevar' a 'huesx01.hue.mercadona.es, hue_dds_fc_l9_linux' en <cpd>.";""
"FALSE";"FALSE";"Minor";"2021-05-11T11:41:10.000+0200";"";"MANUAL";"0";"tvviw0087.preproduccion.net";"Windows_ADM";"";"";"Windows_ADM";"DefaultAppPool";"Application Pool worker process terminated unexpectedly";"tvviw0087.preproduccion.net"
"FALSE";"FALSE";"Minor";"2021-05-11T11:40:59.000+0200";"";"MANUAL";"0";"tvviw0087.preproduccion.net";"Windows_ADM";"";"";"Windows_ADM";"DefaultAppPool";"Application Pool worker process is unresponsive";"tvviw0087.preproduccion.net"
"FALSE";"FALSE";"Warning";"2021-04-29T11:34:43.000+0200";"";"AUTO";"2";"vibck03.vit.mercadona.es";"Rendimiento_ADM";"";"";"Sistema";"Red";"[Linux] La tasa de errores en red es mayor de la deseable: 1.90 errores por segundo";"vibck03.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-11T11:26:43.000+0200";"";"MANUAL";"0";"riesx05-rc.rib.mercadona.es";"Hardware_ADM";"";"";"Insight Manager";"Server Health";"Errors occurred during server restart.";"riesx05-rc.rib.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-10T11:23:08.000+0200";"";"";"6";"viesx01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304333 ";"viesx01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-11T11:06:45.000+0200";"";"AUTO";"0";"vibck03.vit.mercadona.es";"Rendimiento_ADM";"";"";"Sistema";"Red";"[Linux] La tasa de errores en red es mayor de la deseable: 3.30 errores por segundo";"vibck03.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-11T10:25:41.000+0200";"";"";"1";"rionbor11.rib.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"0";"Server blade Unknown inserted into position 9, in enclosure RIB_SalaA_enc1, in rack RIB_rack5_SalaA_enc1.";"rionbor11.rib.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-11T10:46:33.000+0200";"";"";"0";"rionbor11.rib.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"0";"Server blade host is unnamed removed from position 9, in enclosure RIB_SalaA_enc1, in rack RIB_rack5_SalaA_enc1.";"rionbor11.rib.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-11T09:59:33.000+0200";"";"MANUAL";"0";"riesx05-rc.rib.mercadona.es";"Hardware_ADM";"";"";"ILO";"8";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): riesx05-rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 8 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 31353337-3135-5A43-3334-333944314143 ";"riesx05-rc.rib.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-11T09:01:14.000+0200";"";"MANUAL";"0";"";"Red_ADM";"";"";"Riverbed";"https://172.18.96.144/event_viewer.php?id=1798";"Bancaria Trafico Degradado 2 UnicajaBackup - https://172.18.96.144/event_viewer.php?id=1798";""
"FALSE";"FALSE";"Minor";"2021-05-11T08:10:31.000+0200";"";"";"0";"";"Red_ADM";"";"";"OSPF";"10.196.115.65";"ospfIfState down";""
"FALSE";"FALSE";"Major";"2021-05-11T08:08:34.000+0200";"";"AUTO";"1";"";"Red";"";"";"OSPF";"10.196.115.66";"Perdida vecindad OSPF, Valor = 1, Estado = DOWN";""
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"CommServ";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"WFEngine";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"ResourceMgrDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"AppStudioDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"TemplateDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"DM2";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"CVCloud";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"AuditDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"HistoryDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T08:00:01.000+0200";"";"AUTO";"0";"lbdrcomsrv01.labadona.net";"Windows_ADM";"";"";"Windows_ADM";"CacheDB";"MSSQL 2016: Database backup should be performed";"lbdrcomsrv01.labadona.net"
"FALSE";"FALSE";"Minor";"2021-05-11T06:00:02.000+0200";"";"MANUAL";"0";"sn4556.tnd.mercadona.es";"Explotacion_Tienda_ADM";"";"";"jcl";"control_apli_expl.sh";"ESTADOCENTRO:EstadoCentro no es activo, es INACTIVO";"sn4556.tnd.mercadona.es"
"FALSE";"FALSE";"Critical";"2021-05-11T04:02:30.000+0200";"";"AUTO";"0";"lbwmsapp01.labadona.net";"Windows";"";"";"Windows";"Y:";"Windows Server 2016 Logical Disk Free Space (%) Critica - Mercadona -";"lbwmsapp01.labadona.net"
"FALSE";"FALSE";"Warning";"2021-05-01T02:09:27.000+0200";"";"AUTO";"1";"vibck04.vit.mercadona.es";"Rendimiento_ADM";"";"";"Sistema";"Red";"[Linux] La tasa de errores en red es mayor de la deseable: 3.80 errores por segundo";"vibck04.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-11T00:20:27.000+0200";"";"";"0";"";"Red_ADM";"";"";"NNMi";"SNMPv2c-10.21.23.226";"ColdStart Intermitente (Rate Correlation for SNMPColdStart: Agent Up with Possible Changes (coldStart Trap): SNMPv2c-10.21.23.226 10.21.23.226)";""
"FALSE";"FALSE";"Critical";"2021-05-11T00:05:01.000+0200";"";"MANUAL";"0";"sn4008.tnd.mercadona.es";"Planificador_Tiendas";"";"";"mstiendas";"Fin_instancia_ayer";"No hay notificacion de fin de sesion de la instancia lisn4008_TIENDA";"JOB (sn4008.tnd.mercadona.es)"
"FALSE";"FALSE";"Major";"2021-05-11T00:00:01.000+0200";"";"AUTO";"0";"tvvgw0005.preproduccion.net";"Windows";"";"";"Windows";"PRELADC02.preladona.net";"WINDOWS - Expiring soon Mercadona issued certificates Critical - Mercadona -";"tvvgw0005.preproduccion.net"
"FALSE";"FALSE";"Minor";"2021-05-10T09:00:21.000+0200";"";"MANUAL";"9";"viesx03-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx03rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304336 ";"viesx03-rc.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T14:11:36.000+0200";"";"";"2";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"4";"Server blade Unknown inserted into position 2, in enclosure VIT_SalaA_enc1, in rack Rack3.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T21:44:43.000+0200";"";"";"1";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"4";"Server blade 0x removed from position 2, in enclosure VIT_SalaA_enc1, in rack Rack3.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-06T21:40:34.000+0200";"";"MANUAL";"1";"pvvgl0287.ccv.mercadona.com";"OMi_ADM";"";"";"OMi";"Tiendas2016_check_ER.sh";"Se ha DESACTIVADO y ACTIVADO la ER: Link_Node_to_Location_Colmena_bal tenia 1 nodos sin procesar";"pvvgl0287.ccv.mercadona.com"
"FALSE";"FALSE";"Minor";"2021-05-10T18:39:02.000+0200";"";"AUTO";"0";"if1il0018.itg.mercadona.com";"Oracle_ADM";"";"";"+ASM_cl30cpdd1 ";"Cluster ASM";" Grupo de discos al límite de su capacidad - Mensaje Original: 'Disk Group DFRA_GGDP002D_1 is 70.007% used.'";"if1il0018.itg.mercadona.com"
"FALSE";"FALSE";"Major";"2021-05-10T17:17:42.835+0200";"";"AUTO";"0";"sn8705.tnd.mercadona.es";"OpC_OPE";"";"";"Agente_OMi";"";"Agent Health Problem.
The agent did not send events during the last 15 minutes.
Cannot connect to the agent.";""
"FALSE";"FALSE";"Warning";"2021-05-10T14:19:27.000+0200";"";"AUTO";"0";"vibck04.vit.mercadona.es";"Rendimiento_ADM";"";"";"Sistema";"Red";"[Linux] La tasa de errores en red es mayor de la deseable: 4.10 errores por segundo";"vibck04.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T14:10:04.000+0200";"";"";"0";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"4";"Server blade viesx03.vit.mercadona.es removed from position 2, in enclosure VIT_SalaA_enc1, in rack Rack3.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T14:07:05.000+0200";"";"AUTO";"0";"";"Windows_ADM";"";"";"Windows_ADM";"iv1gw0012.integracion.net";"Windows Defender Scan Alert";""
"FALSE";"FALSE";"Warning";"2021-05-10T13:43:41.000+0200";"";"MANUAL";"2";"abcwmsts02.abwmsdom.local";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B63 (7011) - A timeout (30000 milliseconds) was reached while waiting for a transaction response from the UxSms service.";"abcwmsts02.abwmsdom.local"
"FALSE";"FALSE";"Warning";"2021-05-10T13:44:11.000+0200";"";"MANUAL";"2";"abcwmsts02.abwmsdom.local";"OS_ADM";"";"";"Sistema";"SYSTEM_LOG";"[WINDOWS]EventID: 0x00001B63 (7011) - A timeout (30000 milliseconds) was reached while waiting for a transaction response from the TrkWks service.";"abcwmsts02.abwmsdom.local"
"FALSE";"FALSE";"Warning";"2021-05-10T12:26:45.000+0200";"";"AUTO";"0";"vibck03.vit.mercadona.es";"Rendimiento_ADM";"";"";"Sistema";"Red";"[Linux] La tasa de errores en red es mayor de la deseable: 1.30 errores por segundo";"vibck03.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-09T02:16:12.000+0200";"";"";"8";"viswmsdb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viswmsdb01-rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3238-313330353930 ";"viswmsdb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-09T01:35:44.000+0200";"";"";"8";"vicwmsdb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vicwmsdb01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304342 ";"vicwmsdb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-09T00:52:11.000+0200";"";"";"8";"viftgwdb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viftgwdb01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304339 ";"viftgwdb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-09T00:06:04.000+0200";"";"";"6";"vimgadb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vimgadb01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304343 ";"vimgadb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T11:33:15.000+0200";"";"";"1";"vidbrest01-rc.vit.mercadona.es";"OS_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vidbrest01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304337 ";"vidbrest01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Warning";"2021-05-10T11:32:59.000+0200";"";"";"1";"vibck03-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered on. This will be sent once a server power on transition has occurred. - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vibck03rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304338 ";"vibck03-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:00:48.000+0200";"";"MANUAL";"1";"viesx05-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx05rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304330 ";"viesx05-rc.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T11:14:35.000+0200";"";"";"0";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"8";"Interconnect 0x ok in position 4, in enclosure VIT_SalaA_enc1, in rack Rack3.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T10:13:32.000+0200";"";"";"0";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"4";"The enclosure VIT_SalaA_enc1 has been inserted into rack Rack3.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T10:13:07.000+0200";"";"";"0";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"8";"The Onboard Administrator or management processor VIT_SalaA_enc1 in rack Rack3 has been set to ok.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Normal";"2021-05-10T10:07:59.000+0200";"";"";"1";"vionbor11.vit.mercadona.es";"Hardware_ADM";"";"";"Traps Racks Blades";"0";"The Onboard Administrator or management processor VIT_SalaA_enc1 in rack Rack3 has been set to ok.";"vionbor11.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-08T23:49:53.000+0200";"";"MANUAL";"3";"viswmsdb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viswmsdb01-rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3238-313330353930 ";"viswmsdb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-08T23:49:26.000+0200";"";"MANUAL";"4";"viftgwdb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viftgwdb01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304339 ";"viftgwdb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-08T23:49:04.000+0200";"";"MANUAL";"3";"vimgadb01-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vimgadb01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304343 ";"vimgadb01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Major";"2021-05-10T09:21:42.000+0200";"";"AUTO";"1";"iv1iw0137.integracion.net";"Windows";"";"";"Windows";"Default Web Site";"IIS 10 Web Site is unavailable";"iv1iw0137.integracion.net"
"FALSE";"FALSE";"Minor";"2021-05-10T09:23:55.000+0200";"";"AUTO";"2";"iv1iw0116.integracion.net";"Windows_ADM";"";"";"Windows_ADM";"iv1iw0116.integracion.net";"Windows Defender Scan Alert";"iv1iw0116.integracion.net"
"FALSE";"FALSE";"Minor";"2021-05-10T09:27:44.000+0200";"";"MANUAL";"0";"vidbrest01-rc.vit.mercadona.es";"OS_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vidbrest01rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304337 ";"vidbrest01-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:05:46.000+0200";"";"MANUAL";"0";"vibck03-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): vibck03rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304338 ";"vibck03-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:02:08.000+0200";"";"MANUAL";"0";"";"Red_ADM";"";"";"Riverbed";"https://172.18.96.144/event_viewer.php?id=1739";"Bancaria Trafico Degradado 2 UnicajaBackup - https://172.18.96.144/event_viewer.php?id=1739";""
"FALSE";"FALSE";"Minor";"2021-05-10T09:01:52.000+0200";"";"MANUAL";"0";"viesx15-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx15rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304331 ";"viesx15-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:01:32.000+0200";"";"MANUAL";"0";"viesx13-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx13rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304335 ";"viesx13-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:01:31.000+0200";"";"MANUAL";"0";"viesx11-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx11rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304332 ";"viesx11-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:00:50.000+0200";"";"MANUAL";"0";"viesx09-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx09rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-333130304334 ";"viesx09-rc.vit.mercadona.es"
"FALSE";"FALSE";"Minor";"2021-05-10T09:00:49.000+0200";"";"MANUAL";"0";"viesx07-rc.vit.mercadona.es";"Hardware_ADM";"";"";"ILO";"4";"The server has been powered off. This will be sent once the server has been powered off, either by OS, or the power button.  - 
[1] .1.3.6.1.2.1.1.5.0 (OctetString): viesx07rc. 
[2] .1.3.6.1.4.1.232.11.2.11.1.0 (Integer): 4 
[3] .1.3.6.1.4.1.232.11.2.10.6.0 (OctetString): 30373237-3132-5A43-3236-33313030425A ";"viesx07-rc.vit.mercadona.es"
